,Entretien
4608,REMPLACER - SYSTÈME DE CAMÉRA,REMPLACER - SYSTÈME DE CAMÉRA
4609,REMPLACER - GYROPHARE
4610,REMPLACER - AJUSTEMENT D'USAGE
4611,REMPLACER - GYROPHARE
4612,AJUSTER - ALTERNATEUR
4613,REMPLACER - SYSTÈME D'ALARME
4614,REMPLACER - GYROPHARE,REMPLACER - GYROPHARE
4615,REMPLACER - CARBURANT+ FILTRE
4616,REMPLACER - PNEU PNEU ROUE
4617,RÉPARER - SYSTÈME D'ALARME
4618,REMPLACER - PNEU PNEU ROUE
4619,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,REMPLACER - DISQUES
4620,REMPLACER - HUILE + FILTRE
4621,REMPLACER - DÉMARREUR
4622,REMPLACER - JET DE LAVE-VITRE
4623,INSTALLER - AJUSTEMENT D'USAGE
4624,RÉPARER - FUITE HUILE
4625,REMPLACER - SYSTÈME D'ALARME
4626,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4627,REMPLACER - INSTRUMENT TABLEAU DE BORD (Gauge dash)
4628,REMPLACER - GYROPHARE
4629,REMPLACER - PLAQUETTES
4630,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR
4631,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4632,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4633,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4634,REMPLACER - GYROPHARE
4635,RÉPARER - INSTRUMENT TABLEAU DE BORD (Gauge dash)
4636,REMPLACER - COLLECTEUR (Manifold)
4637,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4638,REMPLACER - RÉSERVOIR
4639,REMPLACER - PNEU JOINT D'ESSIEU ROUE,VÉRIFIER - FILAGE ÉLECTRIQUE
4640,RÉPARER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION
4641,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4642,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4643,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4644,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4645,MODIFIER - ALTERNATEUR
4646,REMPLACER - ESSUIE-GLACE,REMPLACER - HUILE + FILTRE,AJUSTER - LAMES
4647,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4648,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4649,AJUSTER - CHASSIS PIÈCE CARROSSERIE
4650,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4651,RÉPARER - MISE AU POINT (Tune -up)
4652,REMPLACER - DISQUES
4653,REMPLACER - VANAIR
4654,REMPLACER - ÉTRIERS,AJUSTER - AJUSTEMENT D'USAGE
4655,RÉPARER - TAMBOURS,REMPLACER - MISE AU POINT (Tune -up)
4656,REMPLACER - PNEU PNEU ROUE
4657,RÉPARER - AJUSTEMENT D'USAGE
4658,SOUDER - AJUSTEMENT D'USAGE
4659,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4660,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
4661,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4662,REMPLACER - BATTERIE
4663,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4664,REMPLACER - PNEU PNEU ROUE
4665,RÉPARER - AJUSTEMENT D'USAGE
4666,AJUSTER - PNEU PNEU ROUE,REMPLACER - MISE AU POINT (Tune -up),MODIFIER - AIR DRYER,AJUSTER - ALTERNATEUR,REMPLACER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,RÉPARER - BOYAUX À SERVO-DIRECTION,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - MISE AU POINT (Tune -up),RÉPARER - FILAGE ÉLECTRIQUE
4667,VÉRIFIER - ALTERNATEUR
4668,REMPLACER - ESSUIE-GLACE
4669,TOURNER / MACHINER / FABRIQUER - FABRIQUE SYSTÈME ÉLECTRIQUE
4670,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,MODIFIER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE,REMPLACER - LUMIÈRE DE JOUR (Day running light)
4671,REMPLACER - PNEU PNEU ROUE
4672,RÉPARER - BARRE STABILISATRICE
4673,MODIFIER - AJUSTEMENT D'USAGE
4674,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
4675,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4676,REMPLACER - FLÈCHE SIGNALÉTIQUE
4677,RÉPARER - CRÉMAILLÈRE
4678,REMPLACER - SYSTÈME DE CAMÉRA
4679,RÉPARER - FILAGE ÉLECTRIQUE
4680,REMPLACER - PLAQUETTES,REMPLACER - DISQUES
4681,REMPLACER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION,REMPLACER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE,VÉRIFIER - BATTERIE
4682,REMPLACER - ESSUIE-GLACE,RÉPARER - LAMES,AJUSTER - AJUSTEMENT D'USAGE
4683,RECHERCHER PANNE (diagnostic) - FLÈCHE SIGNALÉTIQUE
4684,MODIFIER - ALTERNATEUR
4685,RÉPARER - AJUSTEMENT D'USAGE
4686,AJUSTER - SYSTÈME D'ALARME,AJUSTER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE,RÉPARER - TUYAUX,RÉPARER - LAMES,AJUSTER - SABOTS,VÉRIFIER - POMPE À SERVO-DIRECTION,AJUSTER - SABOTS
4687,RÉPARER - FUITE HUILE
4688,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE,REMPLACER - JOINT UNIVERSEL DE COLONNE
4689,REMPLACER - REFROIDISSEMENT HUILE,REMPLACER - POMPE HYDRAULIQUE SYSTÈME ASSISTÉ,REMPLACER - POMPE À SERVO-DIRECTION,REMPLACER - BARRE D'ACCOUPLEMENT,REMPLACER - SYSTÈME DE KLAXON
4690,RÉPARER - GYROPHARE
4691,REMPLACER - DISQUES
4692,REMPLACER - TABLE DE SUSPENSION
4693,RÉPARER - AJUSTEMENT D'USAGE
4694,REMPLACER - PELLE (Pépine)
4695,INSTALLER - CHASSIS FINITION PEINTURE CARROSSERIE
4696,RÉPARER - VALVE DE SUSPENSION,RÉPARER - VANAIR,RÉPARER - FILAGE ÉLECTRIQUE,AJUSTER - COMPRESSEUR
4697,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - EMBOUTS EXTÉRIEURS
4698,RÉPARER - CHASSIS PIÈCE CARROSSERIE
4699,RÉPARER - CODE DÉFAUT VANAIR (Fault code),RÉPARER - CODE DÉFAUT VANAIR (Fault code)
4700,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4701,RÉPARER - GYROPHARE
4702,REMPLACER - ALTERNATEUR
4703,REMPLACER - ALTERNATEUR,RÉPARER - ALTERNATEUR
4704,VÉRIFIER - BATTERIE
4705,RÉPARER - SERVO FREIN (Hydra boost)
4706,REMPLACER - TUYAUX
4707,RÉPARER - FILAGE ÉLECTRIQUE
4708,REMPLACER - GYROPHARE
4709,VÉRIFIER - TURBO
4710,REMPLACER - ESSUIE-GLACE,VÉRIFIER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
4711,REMPLACER - MISE AU POINT (Tune -up)
4712,VÉRIFIER - AMORTISSEUR,VÉRIFIER - BARRE STABILISATRICE
4713,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
4714,REMPLACER - PLAQUETTES
4715,REMPLACER - CHANGEMENT D'HUILE
4716,INSTALLER - PNEU PNEU ROUE
4717,REMPLACER - PNEU PNEU ROUE
4718,RÉPARER - FILAGE ÉLECTRIQUE
4719,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4720,REMPLACER - PNEU JOINT D'ESSIEU ROUE
4721,REMPLACER - PLAQUETTES,RÉPARER - FLÈCHE SIGNALÉTIQUE
4722,RÉPARER - CHASSIS PIÈCE CARROSSERIE
4723,VÉRIFIER - CHAUFFAGE COMPRESSEUR A/C SYSTÈME DE CLIMATISATION
4724,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4725,RÉPARER - BOYAUX
4726,RÉPARER - GYROPHARE
4727,VÉRIFIER - PLAQUETTES
4728,REMPLACER - PNEU PNEU ROUE
4729,REMPLACER - AMORTISSEUR,REMPLACER - SYSTÈME D'ALARME
4730,REMPLACER - COLLECTEUR (Manifold)
4731,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4732,REMPLACER - ESSUIE-GLACE
4733,SOUDER - AJUSTEMENT D'USAGE
4734,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4735,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR
4736,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4737,REMPLACER - DÉMARREUR,REMPLACER - DÉMARREUR
4738,RÉPARER - ESSUIE-GLACE
4739,REMPLACER - MOTEUR DE CHAUFFERETTE
4740,NETTOYER / LAVER - AJUSTEMENT D'USAGE
4741,REMPLACER - PNEU PNEU ROUE
4742,REMPLACER - PNEU PNEU ROUE
4743,REMPLACER - PNEU PNEU ROUE
4744,REMPLACER - PNEU PNEU ROUE
4745,REMPLACER - PNEU PNEU ROUE
4746,REMPLACER - PNEU PNEU ROUE
4747,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
4748,REMPLACER - PNEU PNEU ROUE
4749,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
4750,REMPLACER - PNEU PNEU ROUE
4751,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
4752,REMPLACER - PNEU PNEU ROUE
4753,REMPLACER - PNEU PNEU ROUE
4754,REMPLACER - PNEU PNEU ROUE
4755,REMPLACER - PNEU PNEU ROUE
4756,REMPLACER - PNEU PNEU ROUE
4757,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
4758,REMPLACER - PNEU PNEU ROUE
4759,REMPLACER - PNEU PNEU ROUE
4760,REMPLACER - PNEU PNEU ROUE
4761,INSTALLER - PNEU PNEU ROUE
4762,REMPLACER - PNEU PNEU ROUE
4763,REMPLACER - PNEU PNEU ROUE
4764,REMPLACER - PNEU PNEU ROUE
4765,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
4766,REMPLACER - PNEU PNEU ROUE
4767,REMPLACER - PNEU PNEU ROUE
4768,REMPLACER - PNEU PNEU ROUE
4769,REMPLACER - PNEU PNEU ROUE
4770,INSTALLER - PNEU PNEU ROUE
4771,INSTALLER - PNEU PNEU ROUE
4772,REMPLACER - PNEU PNEU ROUE
4773,REMPLACER - PNEU PNEU ROUE
4774,REMPLACER - PNEU PNEU ROUE
4775,REMPLACER - PNEU PNEU ROUE
4776,REMPLACER - PNEU PNEU ROUE
4777,REMPLACER - PNEU PNEU ROUE
4778,REMPLACER - PNEU PNEU ROUE
4779,REMPLACER - PNEU PNEU ROUE
4780,REMPLACER - PNEU PNEU ROUE
4781,REMPLACER - PNEU PNEU ROUE
4782,REMPLACER - PNEU PNEU ROUE
4783,REMPLACER - PNEU PNEU ROUE
4784,REMPLACER - PNEU PNEU ROUE
4785,REMPLACER - PNEU PNEU ROUE
4786,REMPLACER - PNEU PNEU ROUE
4787,REMPLACER - PNEU PNEU ROUE
4788,REMPLACER - PNEU PNEU ROUE
4789,REMPLACER - PNEU PNEU ROUE
4790,REMPLACER - PNEU PNEU ROUE
4791,AJUSTER - AJUSTEMENT D'USAGE
4792,RÉPARER - FILAGE ÉLECTRIQUE
4793,RÉPARER - AJUSTEMENT D'USAGE
4794,REMPLACER - TUYAUX
4795,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
4796,RÉPARER - COMPRESSEUR
4797,RÉPARER - COMPRESSEUR
4798,RÉPARER - FILAGE ÉLECTRIQUE
4799,MODIFIER - SABOTS
4800,INSTALLER - CAPTEUR
4801,TOURNER / MACHINER / FABRIQUER - CHASSIS PIÈCE CARROSSERIE
4802,RÉPARER - FILAGE ÉLECTRIQUE
4803,RÉPARER - VANAIR,AJUSTER - RÉGLEUR (Slack ajuster)
4804,REMPLACER - COUSSIN
4805,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
4806,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4807,RÉPARER - AJUSTEMENT D'USAGE
4808,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4809,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4810,REMPLACER - GYROPHARE
4811,Autre - Garage
4812,Démarrer véhicule - Véh. dans la cours
4813,RÉPARER - FILAGE ÉLECTRIQUE
4814,REMPLACER - PLAQUETTES
4815,REMPLACER - COURROIE,REMPLACER - COUSSIN
4816,RÉPARER - AJUSTEMENT D'USAGE
4817,RÉPARER - SYSTÈME DE CAMÉRA
4818,RÉPARER - BOYAUX
4819,RÉPARER - FILAGE ÉLECTRIQUE
4820,RÉPARER - COMPRESSEUR
4821,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4822,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4823,RECHERCHER PANNE (diagnostic) - BATTERIE
4824,RÉPARER - GYROPHARE
4825,REMPLACER - PNEU PNEU ROUE
4826,INSTALLER - FLÈCHE SIGNALÉTIQUE
4827,INSTALLER - AJUSTEMENT D'USAGE
4828,REMPLACER - HUILE + FILTRE,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,REMPLACER - PNEU PNEU ROUE
4829,VÉRIFIER - BATTERIE,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - PNEU PNEU ROUE,REMPLACER - HUILE + FILTRE
4830,REMPLACER - COUSSIN
4831,INSTALLER - PNEU PNEU ROUE
4832,REMPLACER - PNEU PNEU ROUE,RÉPARER - FILAGE ÉLECTRIQUE
4833,REMPLACER - PNEU PNEU ROUE
4834,REMPLACER - PNEU PNEU ROUE
4835,REMPLACER - PNEU PNEU ROUE
4836,REMPLACER - PNEU PNEU ROUE
4837,REMPLACER - PNEU PNEU ROUE
4838,REMPLACER - PNEU PNEU ROUE
4839,REMPLACER - PNEU PNEU ROUE
4840,INSTALLER - PNEU PNEU ROUE
4841,REMPLACER - PNEU PNEU ROUE
4842,REMPLACER - PNEU PNEU ROUE
4843,REMPLACER - PNEU PNEU ROUE
4844,INSTALLER - PNEU PNEU ROUE
4845,REMPLACER - PNEU PNEU ROUE
4846,INSTALLER - PNEU PNEU ROUE
4847,REMPLACER - PNEU PNEU ROUE
4848,REMPLACER - PNEU PNEU ROUE
4849,REMPLACER - PNEU PNEU ROUE,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4850,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4851,RECHERCHER PANNE (diagnostic) - VANAIR,INSTALLER - TRANSMISSION ARBRE D'ENTRAÎNEMENT (Drive shaft) BOÎTE DE TRANSFERT,INSTALLER - AJUSTEMENT D'USAGE,REMPLACER - PNEU PNEU ROUE
4852,REMPLACER - PNEU PNEU ROUE
4853,REMPLACER - PNEU PNEU ROUE
4854,REMPLACER - PNEU PNEU ROUE
4855,REMPLACER - PNEU PNEU ROUE
4856,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR
4857,RÉPARER - FILAGE ÉLECTRIQUE
4858,REMPLACER - SYSTÈME D'ALARME
4859,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE,VÉRIFIER - CHASSIS INSPECTION VISUEL CARROSSERIE
4860,REMPLACER - TRANSMISSION ROULEMENT DE CENTRE (Bearing) BOÎTE DE TRANSFERT
4861,INSTALLER - PNEU PNEU ROUE
4862,INSTALLER - PNEU PNEU ROUE
4863,REMPLACER - BATTERIE
4864,RÉPARER - AJUSTEMENT D'USAGE,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE,RÉPARER - AJUSTEMENT D'USAGE,RÉPARER - AJUSTEMENT D'USAGE
4865,MODIFIER - COMPRESSEUR
4866,REMPLACER - PNEU PNEU ROUE
4867,RÉPARER - VANAIR
4868,RÉPARER - TURBO
4869,Autre - Garage
4870,RÉPARER - RÉSERVOIR À AIR
4871,REMPLACER - PNEU PNEU ROUE
4872,RÉPARER - AJUSTEMENT D'USAGE,RÉPARER - AJUSTEMENT D'USAGE
4873,REMPLACER - PNEU PNEU ROUE
4874,REMPLACER - PNEU PNEU ROUE
4875,REMPLACER - PNEU PNEU ROUE
4876,RÉPARER - LAMES,INSTALLER - AJUSTEMENT D'USAGE,REMPLACER - DISQUES
4877,REMPLACER - PNEU PNEU ROUE
4878,REMPLACER - PNEU PNEU ROUE
4879,REMPLACER - PNEU PNEU ROUE
4880,INSTALLER - AJUSTEMENT D'USAGE
4881,RÉPARER - GYROPHARE,REMPLACER - CHAUFFAGE FILTRE A/C SYSTÈME DE CLIMATISATION,MODIFIER - SOUPAPE SYSTÈME PRINCIPAL,AJUSTER - PNEU PNEU ROUE
4882,INSPECTER VISUELLEMENT - AJUSTEMENT D'USAGE
4883,VÉRIFIER - TUYAUX
4884,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4885,REMPLACER - ESSUIE-GLACE,RÉPARER - FLÈCHE SIGNALÉTIQUE
4886,INSPECTER VISUELLEMENT - ALTERNATEUR,REMPLACER - PIN ET COUSSINET (Bushing de lame),REMPLACER - LUMIÈRE DE JOUR (Day running light)
4887,RÉPARER - COMPOSANTE MAJEURE DU MOTEUR
4888,INSTALLER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4889,REMPLACER - BATTERIE
4890,REMPLACER - DISQUES
4891,REMPLACER - HUILE + FILTRE
4892,INSTALLER - AJUSTEMENT D'USAGE
4893,INSTALLER - AJUSTEMENT D'USAGE
4894,REMPLACER - JOINT À ROTULE,ESSAI  ROUTIER - SABOTS,REMPLACER - SABOTS
4895,RÉPARER - GYROPHARE
4896,RÉPARER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE
4897,REMPLACER - PNEU PNEU ROUE
4898,INSPECTER VISUELLEMENT - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
4899,REMPLACER - PNEU PNEU ROUE
4900,ESSAI  ROUTIER - POMPE À SERVO-DIRECTION,REMPLACER - POMPE À SERVO-DIRECTION
4901,REMPLACER - ALTERNATEUR,RÉPARER - POMPE HYDRAULIQUE SYSTÈME ASSISTÉ
4902,RÉPARER - COMPOSANTE MAJEURE DU MOTEUR
4903,INSPECTER VISUELLEMENT - ALTERNATEUR
4904,RECHERCHER PANNE (diagnostic) - ALTERNATEUR
4905,INSTALLER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4906,REMPLACER - COUSSIN
4907,REMPLACER - DISQUES,REMPLACER - GYROPHARE,REMPLACER - TRANSMISSION ROULEMENT DE CENTRE (Bearing) BOÎTE DE TRANSFERT,REMPLACER - DISQUES
4908,REMPLACER - DISQUES,REMPLACER - MISE AU POINT (Tune -up)
4909,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4910,REMPLACER - DISQUES,ESSAI  ROUTIER - DISQUES
4911,REMPLACER - PNEU JOINT D'ESSIEU ROUE,RÉPARER - GYROPHARE
4912,REMPLACER - SYSTÈME D'ALARME
4913,REMPLACER - SYSTÈME D'ALARME
4914,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4915,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4916,RÉPARER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION
4917,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR
4918,RÉPARER - FILAGE ÉLECTRIQUE
4919,REMPLACER - BATTERIE
4920,REMPLACER - AJUSTEMENT D'USAGE
4921,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4922,RÉPARER - AJUSTEMENT D'USAGE
4923,Autre - Véh. Divers
4924,INSPECTER VISUELLEMENT - FILAGE ÉLECTRIQUE
4925,REMPLACER - ESSUIE-GLACE,REMPLACER - LAMES,MODIFIER - AJUSTEMENT D'USAGE
4926,RÉPARER - VANAIR,RÉPARER - FILAGE ÉLECTRIQUE
4927,INSTALLER - CHASSIS PIÈCE CARROSSERIE,INSTALLER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - DISQUES
4928,REMPLACER - BRAS DE RENVOI
4929,REMPLACER - DISQUES
4930,REMPLACER - PLAQUETTES,REMPLACER - PLAQUETTES
4931,RÉPARER - GARDE,REMPLACER - HUILE + FILTRE,RÉPARER - BIELLE DE RÉACTION (Torque rod),AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - EMBOUTS EXTÉRIEURS
4932,RÉPARER - FILAGE ÉLECTRIQUE
4933,INSTALLER - AJUSTEMENT D'USAGE
4934,REMPLACER - ALTERNATEUR,REMPLACER - ALTERNATEUR
4935,REMPLACER - TUYAUX,REMPLACER - BIELLE DE RÉACTION (Torque rod),NETTOYER / LAVER - SABOTS
4936,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
4937,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - GYROPHARE
4938,REMPLACER - HUILE + FILTRE
4939,INSTALLER - AJUSTEMENT D'USAGE,RECHERCHER PANNE (diagnostic) - BARRE STABILISATRICE
4940,Autre - Garage
4941,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4942,VÉRIFIER - LUBRIFICATION
4943,VÉRIFIER - BATTERIE
4944,RÉPARER - VANAIR
4945,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4946,REMPLACER - HUILE + FILTRE,REMPLACER - ESSUIE-GLACE,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,REMPLACER - PNEU PNEU ROUE
4947,INSTALLER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - SYSTÈME D'ALARME,REMPLACER - DISQUES,RÉPARER - LAMES,MODIFIER - LAMES
4948,VÉRIFIER - TENSIONNEUR
4949,REMPLACER - VANAIR
4950,RÉPARER - GYROPHARE
4951,REMPLACER - LUMIÈRE DE JOUR (Day running light),NETTOYER / LAVER - INJECTEUR,REMPLACER - ESSUIE-GLACE
4952,Autre - Garage,Autre - Véh. Divers
4953,REMPLACER - TENSIONNEUR
4954,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4955,REMPLACER - VANAIR
4956,REMPLACER - PNEU PNEU ROUE
4957,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - PNEU PNEU ROUE
4958,RÉPARER - FLÈCHE SIGNALÉTIQUE
4959,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
4960,INSTALLER - AJUSTEMENT D'USAGE
4961,RÉPARER - FILAGE ÉLECTRIQUE
4962,RÉPARER - FILAGE ÉLECTRIQUE
4963,Démarrer véhicule - Véh. Divers
4964,RÉPARER - AJUSTEMENT D'USAGE
4965,REMPLACER - BATTERIE
4966,REMPLACER - DISQUES,NETTOYER / LAVER - AJUSTEMENT D'USAGE
4967,REMPLACER - FILAGE ÉLECTRIQUE
4968,NETTOYER / LAVER - FUITE HUILE
4969,VÉRIFIER - BOUCHONS
4970,RÉPARER - GARDE
4971,RÉPARER - COMPRESSEUR
4972,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4973,REMPLACER - PLAQUETTES
4974,REMPLACER - BATTERIE
4975,RÉPARER - CODE DÉFAUT TRANSMISSION (Fault code)
4976,REMPLACER - TRANSMISSION REFROIDISSEMENT À HUILE (Oil cooler) BOÎTE DE TRANSFERT
4977,RÉPARER - CODE DÉFAUT MOTEUR (Fault code),REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - CARBURANT+ FILTRE,MODIFIER - LAMES,REMPLACER - BOUCHONS,REMPLACER - COLLET,INSTALLER - CHASSIS PIÈCE CARROSSERIE
4978,VÉRIFIER - SOUPAPE À AIR
4979,REMPLACER - RÉPARATION
4980,REMPLACER - ESSUIE-GLACE
4981,INSTALLER - PNEU PNEU ROUE
4982,RÉPARER - FILAGE ÉLECTRIQUE
4983,VÉRIFIER - ÉTRIERS
4984,REMPLACER - POMPE À INJECTION
4985,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR
4986,RÉPARER - PNEU PNEU ROUE
4987,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4988,REMPLACER - GYROPHARE
4989,REMPLACER - BATTERIE
4990,REMPLACER - VANAIR
4991,AJUSTER - TUYAUX,REMPLACER - CHASSIS PIÈCE CARROSSERIE
4992,VÉRIFIER - CHASSIS INSPECTION VISUEL CARROSSERIE
4993,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
4994,REMPLACER - CYLINDRE DE FREIN
4995,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE,REMPLACER - PNEU PNEU ROUE
4996,REMPLACER - ÉTRIERS
4997,REMPLACER - PLAQUETTES
4998,REMPLACER - CHASSIS PIÈCE CARROSSERIE,AJUSTER - BATTERIE
4999,REMPLACER - DÉMARREUR
5000,REMPLACER - DISQUES,REMPLACER - DISQUES
5001,RECHERCHER PANNE (diagnostic) - VANAIR,RÉPARER - LAMES
5002,REMPLACER - COLLET,RECHERCHER PANNE (diagnostic) - VANAIR,RÉPARER - LAMES
5003,RÉPARER - CHAUFFAGE GAZ RÉFRIGÉRANT A/C SYSTÈME DE CLIMATISATION
5004,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FUITE HUILE,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE,RÉPARER - FLÈCHE SIGNALÉTIQUE
5005,REMPLACER - DISQUES
5006,VÉRIFIER - CHASSIS INSPECTION VISUEL CARROSSERIE
5007,RÉPARER - AJUSTEMENT D'USAGE
5008,RÉPARER - GYROPHARE
5009,REMPLACER - DÉMARREUR
5010,RÉPARER - FILAGE ÉLECTRIQUE
5011,REMPLACER - ESSUIE-GLACE
5012,INSTALLER - RÉFLECTEUR,RÉPARER - TUYAUX
5013,REMPLACER - PELLE (Pépine)
5014,AJUSTER - PNEU HUILE (Bearing de roue) ROUE,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - AIR DRYER
5015,REMPLACER - DÉMARREUR,REMPLACER - DISQUES
5016,ESSAI  ROUTIER - ANCRAGE (Bracket de lame)
5017,RÉPARER - LAMES
5018,RÉPARER - VANAIR
5019,MODIFIER - AJUSTEMENT D'USAGE
5020,REMPLACER - PNEU PNEU ROUE
5021,REMPLACER - PNEU PNEU ROUE,RÉPARER - SYSTÈME DE CAMÉRA,VÉRIFIER - CHAUFFAGE COURROIE A/C SYSTÈME DE CLIMATISATION
5022,REMPLACER - DISQUES,REMPLACER - CYLINDRE DE FREIN
5023,REMPLACER - DÉMARREUR
5024,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
5025,REMPLACER - HUILE + FILTRE
